일시,province,시군구명칭,약품구분,예측수량,학습모델,학습방법
2026-02,서울,송파구,진해거담제,4297435.218805893,릿지회귀,배깅
2026-02,서울,양천구,진해거담제,2520715.47073948,릿지회귀,배깅
2026-02,서울,영등포구,진해거담제,2875807.649291289,릿지회귀,배깅
2026-02,서울,용산구,진해거담제,576775.8095194257,릿지회귀,배깅
2026-02,서울,은평구,진해거담제,2653306.4292290225,릿지회귀,배깅
2026-02,서울,종로구,진해거담제,1368531.9240979557,릿지회귀,배깅
2026-02,서울,중구,진해거담제,878672.7387328694,릿지회귀,배깅
2026-02,서울,중랑구,진해거담제,2371437.1524063046,릿지회귀,배깅
2026-02,서울,강남구,항히스타민제,2217823.485323292,릿지회귀,배깅
2026-02,서울,강동구,항히스타민제,1742072.4591725792,릿지회귀,배깅
2026-02,서울,강북구,항히스타민제,425340.2539456206,릿지회귀,배깅
2026-02,서울,강서구,항히스타민제,1799303.445411031,릿지회귀,배깅
2026-02,서울,관악구,항히스타민제,817890.2608950972,릿지회귀,배깅
2026-02,서울,광진구,항히스타민제,639220.9812054553,릿지회귀,배깅
2026-02,서울,구로구,항히스타민제,1092880.4800946491,릿지회귀,배깅
2026-02,서울,금천구,항히스타민제,253703.4389303701,릿지회귀,배깅
2026-02,서울,노원구,항히스타민제,1475833.246777714,릿지회귀,배깅
2026-02,서울,도봉구,항히스타민제,616458.2946167664,릿지회귀,배깅
2026-02,서울,동대문구,항히스타민제,1080906.078001446,릿지회귀,배깅
2026-02,서울,동작구,항히스타민제,789762.5591185391,릿지회귀,배깅
2026-02,서울,마포구,항히스타민제,948251.5942797444,릿지회귀,배깅
2026-02,서울,서대문구,항히스타민제,723566.2825172833,릿지회귀,배깅
2026-02,서울,서초구,항히스타민제,1124496.7967803248,릿지회귀,배깅
2026-02,서울,성동구,항히스타민제,540521.5257117439,릿지회귀,배깅
2026-02,서울,성북구,항히스타민제,1063196.0606439405,릿지회귀,배깅
2026-02,서울,송파구,항히스타민제,2358734.6768802945,릿지회귀,배깅
2026-02,서울,양천구,항히스타민제,1101843.218888435,릿지회귀,배깅
2026-02,서울,영등포구,항히스타민제,1297087.7505545202,릿지회귀,배깅
2026-02,서울,용산구,항히스타민제,197883.7163471753,릿지회귀,배깅
2026-02,서울,은평구,항히스타민제,1187342.806062081,릿지회귀,배깅
2026-02,서울,종로구,항히스타민제,467609.73153726594,릿지회귀,배깅
2026-02,서울,중구,항히스타민제,126189.82634844429,릿지회귀,배깅
2026-02,서울,중랑구,항히스타민제,889756.1807050093,릿지회귀,배깅
2026-03,서울,강남구,해열진통소염제,7903879.849020431,릿지회귀,배깅
2026-03,서울,강동구,해열진통소염제,6391702.902709926,릿지회귀,배깅
2026-03,서울,강북구,해열진통소염제,2583869.152788511,릿지회귀,배깅
2026-03,서울,강서구,해열진통소염제,5100615.006405194,릿지회귀,배깅
2026-03,서울,관악구,해열진통소염제,3217843.035124314,릿지회귀,배깅
2026-03,서울,광진구,해열진통소염제,3037826.8393758466,릿지회귀,배깅
2026-03,서울,구로구,해열진통소염제,3693817.7206536992,릿지회귀,배깅
2026-03,서울,금천구,해열진통소염제,2140825.719986976,릿지회귀,배깅
2026-03,서울,노원구,해열진통소염제,4354810.935881004,릿지회귀,배깅
2026-03,서울,도봉구,해열진통소염제,2333079.0336661134,릿지회귀,배깅
2026-03,서울,동대문구,해열진통소염제,3834793.274080609,릿지회귀,배깅
2026-03,서울,동작구,해열진통소염제,3326992.698365338,릿지회귀,배깅
2026-03,서울,마포구,해열진통소염제,2469007.7821841976,릿지회귀,배깅
2026-03,서울,서대문구,해열진통소염제,2832000.468507138,릿지회귀,배깅
2026-03,서울,서초구,해열진통소염제,4724736.208877863,릿지회귀,배깅
2026-03,서울,성동구,해열진통소염제,2716703.3752881046,릿지회귀,배깅
2026-03,서울,성북구,해열진통소염제,3374897.105962088,릿지회귀,배깅
2026-03,서울,송파구,해열진통소염제,6061037.193146585,릿지회귀,배깅
2026-03,서울,양천구,해열진통소염제,3608329.125276297,릿지회귀,배깅
2026-03,서울,영등포구,해열진통소염제,4438039.532137633,릿지회귀,배깅
2026-03,서울,용산구,해열진통소염제,1430044.5565435633,릿지회귀,배깅
2026-03,서울,은평구,해열진통소염제,4153958.716299781,릿지회귀,배깅
2026-03,서울,종로구,해열진통소염제,3211836.998266493,릿지회귀,배깅
2026-03,서울,중구,해열진통소염제,1770384.3183926782,릿지회귀,배깅
2026-03,서울,중랑구,해열진통소염제,3435544.2620970747,릿지회귀,배깅
2026-03,서울,강남구,진해거담제,4720998.249349182,릿지회귀,배깅
2026-03,서울,강동구,진해거담제,4608304.259880034,릿지회귀,배깅
2026-03,서울,강북구,진해거담제,1846562.503080407,릿지회귀,배깅
2026-03,서울,강서구,진해거담제,3996887.764267957,릿지회귀,배깅
2026-03,서울,관악구,진해거담제,2462841.8392815264,릿지회귀,배깅
2026-03,서울,광진구,진해거담제,2051506.300123631,릿지회귀,배깅
2026-03,서울,구로구,진해거담제,3535865.682086769,릿지회귀,배깅
2026-03,서울,금천구,진해거담제,1659266.94548738,릿지회귀,배깅
2026-03,서울,노원구,진해거담제,3308151.041788448,릿지회귀,배깅
2026-03,서울,도봉구,진해거담제,1887538.921478313,릿지회귀,배깅
2026-03,서울,동대문구,진해거담제,2671333.205981296,릿지회귀,배깅
2026-03,서울,동작구,진해거담제,2816037.5937963296,릿지회귀,배깅
2026-03,서울,마포구,진해거담제,2461923.775372071,릿지회귀,배깅
2026-03,서울,서대문구,진해거담제,2442563.044746538,릿지회귀,배깅
2026-03,서울,서초구,진해거담제,3107540.5594347296,릿지회귀,배깅
2026-03,서울,성동구,진해거담제,2163372.9607459405,릿지회귀,배깅
2026-03,서울,성북구,진해거담제,3393611.314453346,릿지회귀,배깅
2026-03,서울,송파구,진해거담제,4785317.200449488,릿지회귀,배깅
2026-03,서울,양천구,진해거담제,2986190.204006489,릿지회귀,배깅
2026-03,서울,영등포구,진해거담제,3310394.8732360126,릿지회귀,배깅
2026-03,서울,용산구,진해거담제,950519.7230987562,릿지회귀,배깅
2026-03,서울,은평구,진해거담제,3069414.43276268,릿지회귀,배깅
2026-03,서울,종로구,진해거담제,1752355.340510934,릿지회귀,배깅
2026-03,서울,중구,진해거담제,1246695.5734059073,릿지회귀,배깅
2026-03,서울,중랑구,진해거담제,2797140.413365724,릿지회귀,배깅
2026-03,서울,강남구,항히스타민제,2738690.536897152,릿지회귀,배깅
